ncrna_id,symbol,disease_id,context_id,translational_score,relevance_score,mean_abs_log2fc,sig_rate,de_consistency,mean_tau,log_tpm_disease,label,confidence_tier,task_type,label_source,dataset_id,notes
LNCRNA_11060,CHD9,DIS_001,CTX_001,0.1814,0.6159,1.138824,1.0,1.0,0.0,2.821351,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13811,ADA2,DIS_001,CTX_001,0.1814,0.6036,0.894828,1.0,1.0,0.0,3.729626,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12968,UBL5,DIS_001,CTX_001,0.1814,0.604,0.903657,1.0,1.0,0.0,3.692953,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3237,CPN2,DIS_001,CTX_001,0.1814,0.5698,0.225243,1.0,1.0,0.0,6.217735,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12873,PLIN4,DIS_001,CTX_001,0.1814,0.6134,1.090063,1.0,1.0,0.0,2.997352,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12537,MAP1LC3A,DIS_001,CTX_001,0.1814,0.6095,1.012072,1.0,1.0,0.0,3.286197,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_14000,LGALS1,DIS_001,CTX_001,0.1814,0.5965,0.755201,1.0,1.0,0.0,4.241544,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6030,HUWE1,DIS_001,CTX_001,0.1814,0.5879,0.585731,1.0,1.0,0.0,4.871063,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10214,CDC42BPB,DIS_001,CTX_001,0.1814,0.593,0.685305,1.0,1.0,0.0,4.499454,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6305,SSR4,DIS_001,CTX_001,0.1814,0.595,0.72641,1.0,1.0,0.0,4.345543,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7147,HDHD3,DIS_001,CTX_001,0.1814,0.6007,0.838306,1.0,1.0,0.0,3.928401,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9791,NDRG2,DIS_001,CTX_001,0.1814,0.5717,0.264626,1.0,1.0,0.0,6.06218,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0176,ALDH4A1,DIS_001,CTX_001,0.1813,0.5813,0.45468,1.0,1.0,0.0,5.354517,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7980,THRSP,DIS_001,CTX_001,0.1813,0.5836,0.500798,1.0,1.0,0.0,5.177915,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11394,CXCL16,DIS_001,CTX_001,0.1813,0.6008,0.842645,1.0,1.0,0.0,3.9025,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13886,GUCD1,DIS_001,CTX_001,0.1813,0.5886,0.601299,1.0,1.0,0.0,4.799025,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10891,ACSM5,DIS_001,CTX_001,0.1813,0.5869,0.568289,1.0,1.0,0.0,4.920985,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7681,GLYAT,DIS_001,CTX_001,0.1813,0.5774,0.379291,1.0,1.0,0.0,5.624126,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5804,GIMAP8,DIS_001,CTX_001,0.1813,0.611,1.045758,1.0,1.0,0.0,3.13877,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12483,RALGAPA2,DIS_001,CTX_001,0.1813,0.5927,0.682335,1.0,1.0,0.0,4.491473,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7275,C9orf78,DIS_001,CTX_001,0.1813,0.6011,0.851224,1.0,1.0,0.0,3.859714,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10306,IVD,DIS_001,CTX_001,0.1812,0.5805,0.44293,1.0,1.0,0.0,5.376861,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6359,PPP1R3B,DIS_001,CTX_001,0.1812,0.586,0.551011,1.0,1.0,0.0,4.973521,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6317,RPL10,DIS_001,CTX_001,0.1812,0.5732,0.29877,1.0,1.0,0.0,5.910546,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0468,RPS8,DIS_001,CTX_001,0.1812,0.5761,0.356017,1.0,1.0,0.0,5.696968,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4749,CDKN1A,DIS_001,CTX_001,0.1812,0.6137,1.100429,1.0,1.0,0.0,2.925796,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6097,SLC16A2,DIS_001,CTX_001,0.1812,0.581,0.452017,1.0,1.0,0.0,5.338665,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2881,BBX,DIS_001,CTX_001,0.1812,0.6148,1.124167,1.0,1.0,0.0,2.833281,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8606,ABCC2,DIS_001,CTX_001,0.1812,0.5831,0.494718,1.0,1.0,0.0,5.175636,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1720,RTN4,DIS_001,CTX_001,0.1812,0.574,0.316548,1.0,1.0,0.0,5.834917,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10047,TTC9,DIS_001,CTX_001,0.1812,0.6404,1.631452,1.0,1.0,0.0,0.938241,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12004,PRKAR1A,DIS_001,CTX_001,0.1812,0.5872,0.577543,1.0,1.0,0.0,4.858274,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13543,RPL18,DIS_001,CTX_001,0.1811,0.5794,0.424816,1.0,1.0,0.0,5.41845,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6106,COX7B,DIS_001,CTX_001,0.1811,0.5992,0.817253,1.0,1.0,0.0,3.95576,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2849,PROS1,DIS_001,CTX_001,0.1811,0.575,0.338648,1.0,1.0,0.0,5.73613,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0316,LAPTM5,DIS_001,CTX_001,0.1811,0.592,0.676051,1.0,1.0,0.0,4.474728,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9504,UBC,DIS_001,CTX_001,0.181,0.5742,0.324678,1.0,1.0,0.0,5.770562,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13122,CPAMD8,DIS_001,CTX_001,0.181,0.6329,1.489325,1.0,1.0,0.0,1.433129,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12796,MBD3,DIS_001,CTX_001,0.181,0.604,0.917017,1.0,1.0,0.0,3.562257,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2954,PARP14,DIS_001,CTX_001,0.181,0.5917,0.672853,1.0,1.0,0.0,4.470786,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10250,TEDC1,DIS_001,CTX_001,0.181,0.6264,1.361087,1.0,1.0,0.0,1.90857,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2740,MANF,DIS_001,CTX_001,0.181,0.6133,1.100271,1.0,1.0,0.0,2.879224,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12971,COL5A3,DIS_001,CTX_001,0.181,0.6236,1.304379,1.0,1.0,0.0,2.117673,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11417,SCIMP,DIS_001,CTX_001,0.181,0.6207,1.247495,1.0,1.0,0.0,2.325941,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9856,CIDEB,DIS_001,CTX_001,0.181,0.5733,0.309983,1.0,1.0,0.0,5.812865,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6738,PHF20L1,DIS_001,CTX_001,0.181,0.6164,1.164125,1.0,1.0,0.0,2.630956,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0798,CSDE1,DIS_001,CTX_001,0.1809,0.5727,0.298809,1.0,1.0,0.0,5.849714,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11743,EIF1,DIS_001,CTX_001,0.1809,0.5779,0.402106,1.0,1.0,0.0,5.46333,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4319,GPX3,DIS_001,CTX_001,0.1809,0.5776,0.395099,1.0,1.0,0.0,5.489389,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1320,FCAMR,DIS_001,CTX_001,0.1809,0.6246,1.327098,1.0,1.0,0.0,2.019373,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0148,AGMAT,DIS_001,CTX_001,0.1809,0.5904,0.650719,1.0,1.0,0.0,4.532766,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9557,PARP4,DIS_001,CTX_001,0.1809,0.6006,0.853136,1.0,1.0,0.0,3.778943,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13101,PGLYRP2,DIS_001,CTX_001,0.1809,0.5717,0.280746,1.0,1.0,0.0,5.907401,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8568,SORBS1,DIS_001,CTX_001,0.1809,0.5959,0.759918,1.0,1.0,0.0,4.122323,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7954,SLCO2B1,DIS_001,CTX_001,0.1809,0.5734,0.313775,1.0,1.0,0.0,5.782229,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7219,RPL12,DIS_001,CTX_001,0.1809,0.576,0.366343,1.0,1.0,0.0,5.586135,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12797,UQCR11,DIS_001,CTX_001,0.1809,0.6069,0.977935,1.0,1.0,0.0,3.308302,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9989,DHRS7,DIS_001,CTX_001,0.1809,0.59,0.644479,1.0,1.0,0.0,4.545778,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4312,NDST1,DIS_001,CTX_001,0.1809,0.5821,0.488377,1.0,1.0,0.0,5.126661,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10680,PCSK6,DIS_001,CTX_001,0.1808,0.5743,0.332463,1.0,1.0,0.0,5.705286,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6443,EPHX2,DIS_001,CTX_001,0.1808,0.5762,0.370124,1.0,1.0,0.0,5.563882,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4619,TUBB,DIS_001,CTX_001,0.1808,0.5679,0.206491,1.0,1.0,0.0,6.171806,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6344,ERICH1,DIS_001,CTX_001,0.1808,0.6309,1.455326,1.0,1.0,0.0,1.520861,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2386,EFHD1,DIS_001,CTX_001,0.1808,0.5993,0.829342,1.0,1.0,0.0,3.851078,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8836,TPI1,DIS_001,CTX_001,0.1808,0.5761,0.372217,1.0,1.0,0.0,5.539412,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6302,BCAP31,DIS_001,CTX_001,0.1808,0.5892,0.63109,1.0,1.0,0.0,4.574788,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12616,YWHAB,DIS_001,CTX_001,0.1808,0.5865,0.578943,1.0,1.0,0.0,4.768231,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_14137,TYMP,DIS_001,CTX_001,0.1807,0.6012,0.871291,1.0,1.0,0.0,3.672047,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5234,FSCN1,DIS_001,CTX_001,0.1807,0.6062,0.970408,1.0,1.0,0.0,3.300445,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8377,OGDHL,DIS_001,CTX_001,0.1807,0.5832,0.514943,1.0,1.0,0.0,4.993548,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10543,CYP1A1,DIS_001,CTX_001,0.1806,0.5999,0.847635,1.0,1.0,0.0,3.745331,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7324,RXRA,DIS_001,CTX_001,0.1806,0.5687,0.228682,1.0,1.0,0.0,6.048833,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5004,FRK,DIS_001,CTX_001,0.1806,0.5941,0.733546,1.0,1.0,0.0,4.168981,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11619,PIPOX,DIS_001,CTX_001,0.1806,0.5657,0.169961,1.0,1.0,0.0,6.265598,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9291,HAL,DIS_001,CTX_001,0.1806,0.5983,0.816978,1.0,1.0,0.0,3.856628,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3875,PRLR,DIS_001,CTX_001,0.1806,0.6062,0.972254,1.0,1.0,0.0,3.276245,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7359,PTGDS,DIS_001,CTX_001,0.1806,0.6372,1.589076,1.0,1.0,0.0,0.975949,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2373,PSMD1,DIS_001,CTX_001,0.1806,0.5969,0.790374,1.0,1.0,0.0,3.946938,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13933,SEC14L2,DIS_001,CTX_001,0.1806,0.5732,0.320388,1.0,1.0,0.0,5.696283,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8186,EI24,DIS_001,CTX_001,0.1806,0.5744,0.344175,1.0,1.0,0.0,5.606423,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8152,THY1,DIS_001,CTX_001,0.1806,0.6318,1.48204,1.0,1.0,0.0,1.370087,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0958,PMVK,DIS_001,CTX_001,0.1806,0.6031,0.913019,1.0,1.0,0.0,3.488257,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6938,TLN1,DIS_001,CTX_001,0.1806,0.5814,0.483508,1.0,1.0,0.0,5.087054,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6217,NKAP,DIS_001,CTX_001,0.1806,0.6209,1.267219,1.0,1.0,0.0,2.165596,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2988,MGLL,DIS_001,CTX_001,0.1806,0.5835,0.525898,1.0,1.0,0.0,4.92441,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5151,DYNLT1,DIS_001,CTX_001,0.1805,0.6127,1.105068,1.0,1.0,0.0,2.767001,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9084,PFDN5,DIS_001,CTX_001,0.1805,0.5904,0.661625,1.0,1.0,0.0,4.417423,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2750,ACY1,DIS_001,CTX_001,0.1805,0.6444,1.733941,1.0,1.0,0.0,0.420871,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9221,LYZ,DIS_001,CTX_001,0.1805,0.6002,0.85856,1.0,1.0,0.0,3.677448,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10747,RPS2,DIS_001,CTX_001,0.1805,0.5784,0.427285,1.0,1.0,0.0,5.278731,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1158,PRDX6,DIS_001,CTX_001,0.1805,0.5716,0.292863,1.0,1.0,0.0,5.776854,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0095,ERRFI1,DIS_001,CTX_001,0.1805,0.5733,0.326666,1.0,1.0,0.0,5.645718,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4541,ALDH5A1,DIS_001,CTX_001,0.1804,0.5802,0.464294,1.0,1.0,0.0,5.127872,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1398,SRP9,DIS_001,CTX_001,0.1804,0.5953,0.76281,1.0,1.0,0.0,4.015486,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0376,THRAP3,DIS_001,CTX_001,0.1804,0.5902,0.662279,1.0,1.0,0.0,4.387964,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3089,SERP1,DIS_001,CTX_001,0.1804,0.5869,0.597769,1.0,1.0,0.0,4.626153,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4015,IQGAP2,DIS_001,CTX_001,0.1804,0.5707,0.277511,1.0,1.0,0.0,5.817948,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6966,ALDH1B1,DIS_001,CTX_001,0.1804,0.5799,0.459728,1.0,1.0,0.0,5.13931,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0482,PRDX1,DIS_001,CTX_001,0.1804,0.5729,0.321416,1.0,1.0,0.0,5.653305,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11116,CNOT1,DIS_001,CTX_001,0.1804,0.5859,0.578156,1.0,1.0,0.0,4.695247,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7678,CTNND1,DIS_001,CTX_001,0.1804,0.5818,0.497307,1.0,1.0,0.0,4.994419,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7482,TPP1,DIS_001,CTX_001,0.1804,0.5781,0.424002,1.0,1.0,0.0,5.266234,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3006,PLXND1,DIS_001,CTX_001,0.1804,0.5968,0.795039,1.0,1.0,0.0,3.882663,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8488,KCNMA1,DIS_001,CTX_001,0.1804,0.6033,0.925724,1.0,1.0,0.0,3.394467,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8423,DDX21,DIS_001,CTX_001,0.1803,0.6039,0.938436,1.0,1.0,0.0,3.340469,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1644,YIPF4,DIS_001,CTX_001,0.1803,0.5993,0.846132,1.0,1.0,0.0,3.681842,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3593,MTTP,DIS_001,CTX_001,0.1803,0.5713,0.292281,1.0,1.0,0.0,5.740913,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1103,RGS5,DIS_001,CTX_001,0.1803,0.5918,0.699138,1.0,1.0,0.0,4.226212,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12534,AHCY,DIS_001,CTX_001,0.1803,0.5774,0.413791,1.0,1.0,0.0,5.286014,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12445,HAO1,DIS_001,CTX_001,0.1803,0.5704,0.275458,1.0,1.0,0.0,5.798711,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0483,AKR1A1,DIS_001,CTX_001,0.1803,0.5765,0.396271,1.0,1.0,0.0,5.346211,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7307,RPL7A,DIS_001,CTX_001,0.1802,0.5698,0.263849,1.0,1.0,0.0,5.835077,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11745,JUP,DIS_001,CTX_001,0.1802,0.5847,0.560258,1.0,1.0,0.0,4.72568,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_14240,ABCG1,DIS_001,CTX_001,0.1802,0.6116,1.094986,1.0,1.0,0.0,2.734474,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9168,INHBE,DIS_001,CTX_001,0.1802,0.5826,0.519622,1.0,1.0,0.0,4.873822,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2298,IGFBP5,DIS_001,CTX_001,0.1802,0.5932,0.73066,1.0,1.0,0.0,4.084068,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3559,HSD17B11,DIS_001,CTX_001,0.1802,0.5844,0.556921,1.0,1.0,0.0,4.729193,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11252,MAF,DIS_001,CTX_001,0.1802,0.5898,0.663863,1.0,1.0,0.0,4.329348,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7093,SEC61B,DIS_001,CTX_001,0.1802,0.592,0.706702,1.0,1.0,0.0,4.169825,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4698,HLA-DPA1,DIS_001,CTX_001,0.1802,0.5778,0.426784,1.0,1.0,0.0,5.210201,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0946,RPS27,DIS_001,CTX_001,0.1802,0.5732,0.335453,1.0,1.0,0.0,5.549171,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4850,MMUT,DIS_001,CTX_001,0.1802,0.5754,0.377805,1.0,1.0,0.0,5.39102,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5161,IGF2R,DIS_001,CTX_001,0.1801,0.5818,0.506085,1.0,1.0,0.0,4.912192,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13056,GCDH,DIS_001,CTX_001,0.1801,0.5851,0.57234,1.0,1.0,0.0,4.662465,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5675,MET,DIS_001,CTX_001,0.1801,0.585,0.57004,1.0,1.0,0.0,4.666462,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13105,CYP4F2,DIS_001,CTX_001,0.1801,0.5706,0.286197,1.0,1.0,0.0,5.717387,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2542,RPL15,DIS_001,CTX_001,0.1801,0.5753,0.379423,1.0,1.0,0.0,5.369208,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1064,F11R,DIS_001,CTX_001,0.1801,0.5934,0.737732,1.0,1.0,0.0,4.033118,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0453,PTPRF,DIS_001,CTX_001,0.1801,0.5687,0.248581,1.0,1.0,0.0,5.852712,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11367,CLUH,DIS_001,CTX_001,0.1801,0.5767,0.407758,1.0,1.0,0.0,5.259268,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8620,SEMA4G,DIS_001,CTX_001,0.18,0.5896,0.663284,1.0,1.0,0.0,4.307061,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10042,SMOC1,DIS_001,CTX_001,0.18,0.586,0.591571,1.0,1.0,0.0,4.573537,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7221,NIBAN2,DIS_001,CTX_001,0.18,0.6033,0.93567,1.0,1.0,0.0,3.29185,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4667,C4A,DIS_001,CTX_001,0.18,0.5779,0.431359,1.0,1.0,0.0,5.167706,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3675,JADE1,DIS_001,CTX_001,0.18,0.6095,1.058872,1.0,1.0,0.0,2.83051,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0572,JUN,DIS_001,CTX_001,0.18,0.6169,1.205493,1.0,1.0,0.0,2.283821,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9839,DCAF11,DIS_001,CTX_001,0.18,0.5711,0.29773,1.0,1.0,0.0,5.661891,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11859,NFE2L1,DIS_001,CTX_001,0.18,0.5767,0.410565,1.0,1.0,0.0,5.232011,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8665,GSTO1,DIS_001,CTX_001,0.18,0.576,0.397528,1.0,1.0,0.0,5.279723,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11722,GSDMB,DIS_001,CTX_001,0.1799,0.6327,1.521291,1.0,1.0,0.0,1.088155,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3480,UGT2A1,DIS_001,CTX_001,0.1799,0.619,1.251681,1.0,1.0,0.0,2.088948,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1206,RGL1,DIS_001,CTX_001,0.1799,0.6043,0.959818,1.0,1.0,0.0,3.175053,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
